level,group,year,path,url,original_url,status,bytes,sha256,error
PHD,CE,1393,PHD/CE/1393/2355-PHD93-[www.konkur.in].pdf,https://dl.konkur.in/PHD/93/2355-PHD93-%5Bwww.konkur.in%5D.rar,,ok,952134,1982af55be560404fa750345dec043d349fe36cc49ce5ad495f20f5a4092a6a7,
PHD,CE,1393,PHD/CE/1393/2356-PHD93-[www.konkur.in].pdf,https://dl.konkur.in/PHD/93/2356-PHD93-%5Bwww.konkur.in%5D.rar,,ok,882371,b181bae4cc16e43a950aa40ee009b641454fd4147467c4fdbb53ca6adacdd8c9,
PHD,CE,1394,PHD/CE/1394/291-d-PHD94-[www.konkur.in].pdf,https://dl.konkur.in/PHD/94/291-d-PHD94-%5Bwww.konkur.in%5D.rar,,ok,1917305,d4cb56e7fb790a1cb53013592fa0d39fab085bc661a16eeca097fae0dac7b5cc,
PHD,CE,1394,PHD/CE/1394/292-F-PHD94-[www.konkur.in].pdf,https://dl.konkur.in/PHD/94/292-F-PHD94-%5Bwww.konkur.in%5D.rar,,ok,2384198,b89d276c1dec1215d6f6a5b1f82dc6fa5b75ca769bcf9ad37f431e9c1e32633f,
PHD,CE,1394,PHD/CE/1394/293-F-PHD94-[www.konkur.in].pdf,https://dl.konkur.in/PHD/94/293-F-PHD94-%5Bwww.konkur.in%5D.rar,,ok,1791994,c1d9417953912a4ad8be39e3390e57f86450e929c04f7336758bf6529d050022,
PHD,CE,1395,PHD/CE/1395/144-b-PHD95-[www.konkur.in].pdf,https://dl.konkur.in/PHD/95/144-b-PHD95-[www.konkur.in].rar,,ok,1518912,cda68ae8fa2a3c08137a3da202c433b3089bbb87fb53023a1aeb42df0dddfc1c,
PHD,CE,1396,PHD/CE/1396/328-D-PHD96-[www.konkur.in].pdf,https://dl.konkur.in/PHD/96/328-D-PHD96-%5bwww.konkur.in%5d.rar,,ok,1350397,2d2dd662b10154ed944a3f9259cf85987b1536180249db18ef8d9fe6eb98cac1,
PHD,CE,1396,PHD/CE/1396/329-F-PHD96-[www.konkur.in].pdf,https://dl.konkur.in/PHD/96/329-F-PHD96-%5bwww.konkur.in%5d.rar,,ok,1347300,65cdc3c9ec9a8577a393a94f0d5183b857e01e515bdb920cdb9fae60cfa7f90f,
PHD,CE,1396,PHD/CE/1396/330-F-PHD96-[www.konkur.in].pdf,https://dl.konkur.in/PHD/96/330-F-PHD96-%5bwww.konkur.in%5d.rar,,ok,1332317,8b034d2e39401a1812452d3f798b1dcd0de24857c5e6da16690e4c9550011969,
PHD,CE,1396,PHD/CE/1396/331-F-PHD96-[www.konkur.in].pdf,https://dl.konkur.in/PHD/96/331-F-PHD96-%5bwww.konkur.in%5d.rar,,ok,1742345,04d8eff6f132bd26b2455470d9a0402eb23696da5695e72444eb9e6db155d759,
